date,total_articles,issues,low_value,category,company_dup,over_infer,short_body,empty_body,body_judgment,no_source,summary_orphan,vague_ref,translated_name,title_similar,prompt_version
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
2026-04-27,12,1,1,0,0,0,0,0,0,0,0,0,0,0,4fc5afc0
